415,7
470,11
467,10
376,10
292,31
375,13
545,1
403,10
479,7
650,3
275,38
503,8
585,3
435,14
389,16
438,12
1064,1
354,17
343,18
391,8
1729,1
756,2
2471,1
569,1
548,2
392,12
701,1
609,4
934,4
409,13
800,3
466,14
884,2
556,6
960,1
1311,2
574,6
317,16
345,20
521,4
397,12
512,3
483,9
338,20
1361,1
698,1
790,1
1450,1
643,2
605,6
498,6
757,4
587,4
500,5
23540,1
969,1
497,4
366,16
1801,1
822,3
653,3
610,3
517,5
318,18
1112,1
2766,1
1220,1
604,1
349,14
592,4
1460,1
707,3
715,3
543,6
1015,1
746,2
423,7
838,2
688,3
573,5
942,1
866,2
685,1
386,19
550,4
510,3
630,3
1223,1
457,13
834,2
351,11
924,2
962,1
523,6
840,1
401,12
529,5
629,5
611,5
488,4
1055,2
458,7
1075,1
618,5
617,1
580,1
532,7
1089,1
763,3
749,3
575,4
474,7
1533,1
788,3
364,12
405,14
705,2
577,7
565,5
346,22
522,6
614,4
418,10
996,2
459,8
633,6
1213,1
955,2
648,3
490,4
1621,1
830,3
595,4
496,5
742,3
492,4
945,2
1002,3
2178,1
2538,1
1332,1
2166,1
728,1
417,10
992,1
1893,1
660,2
664,2
365,11
1091,1
378,8
537,2
776,2
922,2
601,3
872,3
464,9
590,4
782,1
599,3
937,1
888,1
877,2
478,5
616,1
725,2
1187,1
607,2
890,1
628,2
839,3
678,1
638,7
639,2
622,3
823,5
583,3
683,3
1277,1
477,3
772,2
923,1
613,2
568,5
1172,1
1127,1
730,3
803,1
2708,1
441,5
740,3
2623,1
920,1
944,1
727,1
465,7
527,3
691,3
636,2
692,2
539,2
540,2
812,1
1182,1
940,1
952,2
1011,1
768,1
784,2
514,4
655,2
679,2
582,3
760,2
675,1
1645,1
1107,1
826,1
597,3
979,1
777,1
553,2
2026,1
801,2
1205,2
1226,1
1116,1
427,7
993,1
649,2
816,1
451,6
518,3
505,7
2768,1
886,2
842,2
588,3
589,1
721,1
845,1
1385,1
1129,1
689,2
1299,1
929,1
850,2
681,2
571,5
561,5
1602,1
894,1
1115,1
753,2
672,1
591,1
1188,1
1087,1
416,7
559,3
1122,1
798,3
502,4
480,5
443,7
608,4
712,2
1310,1
536,4
1496,1
930,1
804,1
1143,1
661,1
472,3
762,2
806,1
815,2
400,17
647,1
460,6
1146,1
1594,2
853,2
562,4
501,4
898,1
722,3
843,2
810,1
704,2
911,2
1037,1
729,2
663,2
1318,1
662,4
899,1
1627,1
747,1
709,1
932,1
2470,1
482,4
950,1
841,2
1027,1
878,2
1347,1
915,1
558,4
1772,1
795,3
862,2
786,3
673,1
2447,1
665,1
511,1
1380,1
1208,1
1233,1
2209,1
966,1
735,2
847,4
1699,1
775,1
699,2
1911,1
1402,1
972,1
1957,1
1161,1
615,1
612,1
2142,1
1165,1
1381,1
819,1
670,4
961,2
809,1
1595,1
2430,1
551,1
1444,1
1000,1
793,2
708,1
743,1
860,1
750,1
528,4
1256,2
891,1
818,1
598,2
1204,1
436,3
1077,1
1139,1
697,1
848,2
869,1
792,2
984,1
946,1
928,1
1541,1
1274,1
515,4
620,1
652,1
977,2
759,1
1355,1
1326,1
1209,1
849,1
1589,1
1189,1
1047,1
1167,1
882,2
1142,1
1203,1
731,2
717,1
1499,1
796,1
602,2
974,1
1061,1
1071,1
619,2
696,1
1147,1
856,1
668,1
2646,1
1020,1
807,1
833,2
916,1
1615,1
719,2
732,2
1275,1
1195,1
1216,1
1025,1
758,1
936,1
1459,1
825,2
1812,1
624,2
744,2
892,1
526,2
824,2
785,1
572,2
603,1
2635,1
1439,1
519,2
1458,1
1492,1
1987,1
794,1
1067,1
1319,1
919,1
811,1
1378,2
733,1
2140,1
1056,1
499,2
797,1
1201,1
1344,1
600,1
1046,1
879,1
1282,1
632,1
1094,1
907,1
666,1
912,1
429,2
3976,1
2154,1
868,2
820,2
1265,1
734,1
1646,1
2301,1
783,1
1098,1
1217,1
726,1
694,1
897,1
586,1
770,1
687,1
887,1
741,1
774,1
736,1
1016,1
1155,1
1922,1
1873,1
902,1
1302,1
